,emotion,text
6340,disgust,"My first day to work in hospital, when I was dressing wounds I  
was disgusted when I came across one wound with a very bad smell."
6347,disgust,"It was when my father beat my mother while she was ill for three  
weeks and now she was recovering."
6354,disgust,"One of those days when I was going to school with my brother and  
he annoyed me."
6360,disgust,"A condition in which I was disgusted followed when I lost money  
on my way home from the college."
6367,disgust,"It was when I drunk urine during my childhood thinking it was  
water. My friend had urinated in the tin."
6374,disgust,"I felt disgusted when I went to one of the Central hospitals  
where my hope of getting good treatment was turned down by one of  
the doctors who said I was alright despite my feeling pain."
6381,disgust,When I vomitted a lump of blood.
6388,disgust,"I was really disgusted when I saw one of my friends soiling on  
his clothes. I thought he was mad."
6395,disgust,"In ward 2A there was a patient suffering from Syphilitic  
Paraplegia and had pressure sores. The wounds had offensive smell  
that only a few people .... the place."
6402,disgust,"In May somebody blamed me that I made him to be caught while  
peeping during the Nursing Test which made me feel disgusted."
6409,disgust,"I was stopped from entering a party while I was at School but I  
had an Invitation card with me. This was done because they said I  
was too young to join elderly people."
6416,disgust,When somebody made me touch human faeces.
6423,disgust,"One time at the hospital I passed near the intensive care room.  
The offensive smell that came out disgusted me in such a way that  
I didn't even dare to enter the room."
6430,disgust,"I was dancing Malipenga (traditional dance). I exaggerated the  
steps I was supposed to make in the negative way. This happened in  
front of spectators. It was bad for our Boma (group) because I  
was on the front line where ability is displayed and it is this  
ability that counts when choosing the winning side."
6437,disgust,"I felt disgust when I received visitors at an odd hour. I was  
seriously preparing for Examinations, so I did not appreciate  
their coming."
6444,disgust,"It happened that one of my best friends just took my shirt  
without my knowledge, I hadn't put it on for many days and I was  
short of clothes."
6451,disgust,"After buying a ticket, I lost it before I reached my destination  
and the bus Inspector dropped me at a place I didn't know."
6458,disgust,"When a boy whom I refused to be my lover told all his friends  
that I was his girl he has refused me because I was not faithful  
to him."
6465,disgust,"I felt disgusted when I was not given money for lunch at school  
by my father as a punishment for beating my little brother."
6472,disgust,"My friend promised to take me out for a movie but he didn't turn  
up."
6479,disgust,"I went to a party and there were some cakes which weren't good  
and had a bad smell."
6486,disgust,"I saw a program on T.V where they had to saw a skull for an         
operation."
6492,disgust,"I felt disgusted when my cousin decided that she would stop  
going to school saying she wanted to get married. She was only 14  
years by then and she didn't understand what she was thinking."
6499,disgust,"I was disgusted with my brother's behaviour when he kept throwing  
things away because of his anger, after mum had shouted at him."
6506,disgust,"In my village there was this tax collector who used to cheat  
people and collected more than was wanted, the surplus was for  
his family and himself."
6513,disgust,When my fellow classmates were involved in a quarrel.
6520,disgust,"I felt disgusted when my appointment to meet the E.N.T.  
specialist had been turned down. The specialist came from U.K.  
and went the same day and we do not have one."
6527,disgust,"I went to a party with my boyfriend who got so drunk and started  
vomiting. It was so disgusting."
6534,disgust,"I received a letter which was too strong for me. It said I had  
done something which I really didn't do."
6541,disgust,"I felt disgusted one day when, as we were eating, a child  
defecated on the table side."
6548,disgust,"When I was a child I broke plates because I wasn't given food on  
the grounds of coming home late."
6555,disgust,"I felt disgusted when somebody told me that my previous boyfriend  
was her boyfriend."
6562,disgust,"I saw a septic, smelling wound."
6569,disgust,"One day I was walking with my boyfriend. We met my ex-boyfriend  
and out of jealousy he started calling me names."
6576,disgust,"I felt this situation when a certain woman from a close village  
shouted at my mother because she didn't get what she wanted, she  
wanted some salt to put in her relish."
6586,disgust,"One day my friend told me that she had heard that I was moving  
about with her boyfriend. I was disgusted with the news."
6593,disgust,"Once I offended a friend, instead of her coming to me to ask and  
discuss the matter she was just telling other people about it and  
say all she could about me."
6600,disgust,"The carterer refused to give me sugar to add to my tea saying  
that there was no sugar whilst it was there, so I left the cafe  
disgusted without taking the tea."
6607,disgust,"When I boarded Yanu Yanu bus I sat near a man who was smoking  
tobacco."
6614,disgust,"I was disgusted the other day I was told to take off the dog's  
faeces around the house since they smelled bad I did the job but  
in the end I felt disgusted."
6621,disgust,"When a boy I hated most in our classroom took my T Jersey from my  
desk and put it on."
6628,disgust,"I met a certain lady at the bus depot who was using a bad  
language but was a very smart looking lady."
6635,disgust,"I was very disgusted the first day I went to put a dead body in  
the Mortuary. There were many dead bodies and some were uncovered  
so we had to put on top of the other bodies."
6642,disgust,"I was disgusted when my little sister had been hit badly by her  
friends."
6649,disgust,"I was forced to go to a party with someone I didn't love and he  
was telling people that I was his girlfriend."
6656,disgust,"I was told I shouldn't visit my sister because the holiday was  
short."
6663,disgust,"When I saw a lady putting on a pair of trousers, I felt it was a  
disguise according to Malawi culture."
6670,disgust,"I felt disgust when I saw a drunkard vomiting very offensive  
matter."
6677,disgust,"Somebody went around spreading news that I like people with  
money."
6684,disgust,"My father promised to send me pocket money at the month-end since  
I wanted to buy a new pair of shoes when I was at secondary  
school, but he didn't."
6691,disgust,Given duty by the leaders which I do not like to do.
6698,disgust,Class leader told me to collect homework for him.
6705,disgust,People not cueing in the college dining room.
6712,disgust,"Waiting for a bus not coming for a long time, and the bus drivers  
were having a long lunch."
6719,disgust,Saw my roommate messing up our room.
6726,disgust,Saw my brother-in-law insulting my sister.
6733,disgust,"The serving lady in the students' dining hall shouting at  
studennts."
6740,disgust,Class leader getting me to do things he did not want to do.
6747,disgust,A girl I do not like kept coming to me and talking to me.
6754,disgust,When I was the South Koreans on the TV.
6761,disgust,Some foreign students playing loud music late at night.
6766,disgust,Someone called me a disgusting nickname.
6768,disgust,A woman picked her nose and spit right next to me.
6782,disgust,Getting into a crowded bus.
6789,disgust,Cueing in the students dining hall.
6797,disgust,Insulted by somebody.
6810,disgust,Some students talking when other people are having a nap.
6816,disgust,Saw my father with that woman he is married to now.
6822,disgust,My best friend suddenly acting strange towards me.
6823,disgust,Saw someone messing up our room.
6834,disgust,"Heard some postgraduate students talking about girls being  
unsiutable to do medicine."
6841,disgust,Saw someone spitting in public.
6846,disgust,Being sexually assulted on a bus.
6848,disgust,Some boys not cueing in the dining hall.
6852,disgust,Beaten up by a classmate in school.
6855,disgust,Saw some girls dressed up like Americans
6869,disgust,Saw Chinese people flattering foreigners.
6876,disgust,Girls dressed like foreigners in the university.
6878,disgust,Insulting other people.
6890,disgust,Saw people quarreling in a bus.
6895,disgust,Saw some young people fighting for seats on a bus.
6897,disgust,Saw people spitting in public.
6903,disgust,Someone being arrogant to me.
6917,disgust,Saw a man dressed as a woman.
6918,disgust,Saw a beggar on the street (China still so poor).
6924,disgust,Saw a very arrogant girl walking like a queen.
6931,disgust,"Saw someone who picked up a cigarette from the floor and smoked  
it."
6938,disgust,Saw someone licking his dining bowl.
6945,disgust,Saw an arrogant girl walking pass by.
6952,disgust,Cueing for a bus and the drivers having long dinner.
6960,disgust,My father insulted by other people.
6966,disgust,Someone had stolen an article from a library journal.
6973,disgust,My roommate's lack of consideration of me.
6980,disgust,My roommate boasting about her English lectures.
6985,disgust,Saw my unfair report.
6986,disgust,Lecturers being unfair to me in reports.
7001,disgust,Saw a mate bribing the leader.
7003,disgust,Fight with my mate after a quarrel.
7015,disgust,Saw someone acting in a false manner in public.
7022,disgust,Some students deliberately disobey me as a class leader.
7029,disgust,Someone acting stupid in public.
7036,disgust,Being looked at by someone I do not like.
7043,disgust,Saw a selfish person doing a selfish thing.
7050,disgust,Some people not cueing in the dining hall.
7057,disgust,"Heard someone boasting his fortune telling and I knew he was  
lying."
7064,disgust,Listening to my roommate boasting about her new clothes.
7071,disgust,A wurm dropped on my head.
7078,disgust,My roommate messing up our room.
7085,disgust,"My roommate being nice to a party leader in order to get into the  
party."
7092,disgust,"Saw two Canadian students boasting about how rich they are in  
Canada."
7099,disgust,My roommate talking and shaking her bed at night.
7106,disgust,Some boys boasting about their ability to tell dirty jokes.
7113,disgust,"Finding out some people had been talking about me at my back.
"
7124,disgust,Talking to someone I disliked.
7131,disgust,A relative not acting on her promise.
7138,disgust,Postgraduate students talking about girls stupid.
7145,disgust,"I had been forced to get together with strange and disgusting  
classmates.  The things they talked about disgusted me and made  
me feel ill at ease.  I knew that I would feel unhappy if I  
stayed there but I was defeated by the social norms."
7152,disgust,"Someone, who was sitting very close to me, was smoknig in the  
compartment of an air conditioned mini-bus."
7159,disgust,Because of the examination I had to study night and day.
7166,disgust,I greeted a friend and he did not respond.
7173,disgust,"I was sitting in the bus and a man with a very unpleasant  
smell came and sat next to me, to top it all he smoked  
continously."
7180,disgust,"When I was talking to a person who is a hypocrite, I felt  
disgusted at his reaction."
7187,disgust,"Once when I had started to write a paper, there was a phone  
call for me.  I had to go downstairs to receive it and after the  
conversation I discovered that all the information had  
disappeared from my mind."
7194,disgust,"Knowing that I had to do the survey with him I felt very  
reluctant.  Although I do not know him I feel disgusted by just  
looking at him.  Thinking that the project lasted several days I  
regreted having joined that project."
7201,disgust,"When I dined with my new friends, one of them kept reminding us  
that he was superior."
7208,disgust,"During the Chinese lessons a student often showed off. Moreover  
he misbehaved and dressed very badly.  So disgusting !"
7212,disgust,"One day when I was sitting in a not very crowded bus, a middle   
aged woman was standing beside me.  The person sitting next to me  
got up to get off and this woman pushed me and occupied the seat.  
 Then she took off her shoes and put her feet on the seat."
7215,disgust,"I am disgusted by people who spoil their identity because of  
misbehaviour.  This morning when I was in a crowded bus, I found  
a seat on which a university student was sitting on one side and  
he had put his bag and files next to him.  There was very little  
space left and I sat down while he kept on reading.  Even when I  
leaned on him he did not put his bag away.  He did not respond and  
I felt very angry."
7222,disgust,"In secondary school I had a class-mate who talked too much.    
Once we went to the cinema after school and she sat next to me and  
commented the movie throughout  - very disgusting."
7229,disgust,"I felt disgusted on seeing my boyfriend after our separation.   
One day he was begging at the mass transit railway station and at  
that moment I hated him."
7236,disgust,"I was an instructior in a youth organization.  Whenever we, the  
instructors would have a meeting the advisor would be present.   
He did not understand our worknig conditions but talked a lot  
and had a lot of outdated ideas.  Whenever we disagreed with him  
he was very discontent and said that we had a prejudice against  
him.  Why did he have to treat us as his subordinates ?"
7243,disgust,"My girlfriend lost her temper without any reason and she did not  
consider or respect my feelings."
7250,disgust,"I hate the behaviour of my so called friends, they use bad  
language, spit, boast and treat the youngsters badly."
7256,disgust,"When I was a teacher in an evening school, a girl raised a lot of  
questions and expressed her opinions.  She, very often, took a  
stand which was different from mine and she thought that it  
was better than mine.  Her opinions were helpful academically, but   
she did not take into consideration my position in public.  Also  
she seemed to be very talkative and so she disgusted me."
7263,disgust,"When I was travelling to school by bus, I went past a place  
where a sewer had been repaired.  There was a bad strong smell  
which suffocated me and I wanted to leave the place immediately."
7270,disgust,"At the crowded conditions of living.  I always quarrel with my  
elder brother as he puts the T.V volume at a deafening level and  
I can not practise my piano lessons.  Thus I feel that my home is  
disgusting."
7277,disgust,"When I was giving private tutorials to my student; he would not  
concentrate and was lazy.  He had not done the home work that I   
had assigned and his academic level was very low.  It was a  
nuisance."
7284,disgust,When I was studying and someone disturbed me.
7291,disgust,"Our neighbour came and gossiped, about others, with my parents."
7298,disgust,"During a recent meeting, Mr. A showed his excitement and  
overindulged in the notes delivered.  Though his curiosity could  
not be blamed, his way of accquiring knowledge was an extreme  
behaviour e.g he always tried to know what I was reading and  
gained everything he could."
7305,disgust,When the summer holiday job was almost over.
7312,disgust,The behaviour of people spitting everywhere.
7319,disgust,"It was a narrow and dirty passage which was located near the  
market and I had to stand there to wait for people."
7326,disgust,"In a study group, a person always liked to argue on some  
unimportant, irrelevant and minor points.  He tried to persuade     
others in an unfriendly way.  He was obstinate and would not accept   
other's point of view."
7333,disgust,"My classmate got a ""B"" for his homework while I only got a ""C"".   
When we got the results he acted as if he did not merit this  
grade.  I found that his humility was hypocritical and I found it  
disgusting."
7340,disgust,"A  group of youngsters dressed in fads talked foul language on a  
bus.  They also insulted the  pedestrians on the road and were  
impolite to the passengers of the bus."
7347,disgust,"A tiresome person held me up all day long.  I was very busy then  
(I can not remember what the problem was).  He continously tried  
to make me talk to him and disturbed me."
7354,disgust,When I saw a lot of rubbish and animal waste on the floor.
7361,disgust,"Once while studying for my exam I found so many complicated words  
that it disgusted me."
7368,disgust,"[ I would classify subjectively, a certain gesture or the way of  
talking of a person as disgusting or inacceptable.]"
7375,disgust,"I used to play with a group of classmates and I found out later  
that they were cheap in thought, behaviour and conduct - they  
would smoke, fight and speak foul language.  I thought that they  
destroyed the image of college students."
7382,disgust,"When I was studying in the library a pair of lovers were sitting  
next to me talking in an intense and soft voice.  They were  
disturbing others."
7389,disgust,"My boyfriend and I did not have any contact with each other during   
the Summer holidays.  I met him the day of the registration and looked   
through him.  In the canteen he asked me if I wanted to have a drink and   
I said no as I did not want him to do me a favour."
7396,disgust,"A brother from one of the Christian fellowship often phoned me  
and talked to me for half an hour or more.  However there was  
nothing important in the conversation and I found the person very  
disgusting."
7403,disgust,"My mother was always fastidious about my room, bed time, etc.   
She treated us strictly and punished us physically.   These  
things were intolerable."
7410,disgust,"Once at a camp a classmate criticized me in front of others.  Now  
I find that this classmate is very disgusting."
7417,disgust,"I made friends with a classmate whose behaviour I did not like -  
he tried to flatter other people and did not respect me."
7422,disgust,"I had joined a youth group that observed the affairs of our  
community and so I had many opportunities to contact the  
government and the committee members of the district board (a  
local executive structure).  We always tried to consult and  
discuss with them, but we found that such people did not  
understand community affairs and they even dampened our  
enthusiasm in local affairs.  I did not understand why they had  
decided to work as community leaders."
7429,disgust,"A few days back, I walked on a heap of faeces while walking on  
the road.  I got goose flesh because of this."
7436,disgust,"During these Summer vacations a schoolmate who was not in my  
class went to Britain.  Before he left, his classmates and some  
of us who were accquainted with him had a B.B.Q on the beach.   
When I arrived I saw that some people , who were not close  
friends of the departing person(person A), were playing mahjong.   
Some others were playing bridge and A had nothing to do, besides  
it was A who had prepared the food.  Later when we wanted to talk  
and his classmates did not even have the decency to listen to him.   
They only asked him a few questions half-heartedly and then they  
talked on their own.  Some of their conversation was against me and   
another classmate."
7443,disgust,"A few days back I was waiting for the bus at the bus stop.   
Before getting into the bus I had prepared the exact amount of  
coins to pay for the bus fair and when I got into the bus I put  
these coins into the box meant to collect the bus fair.  I  
thought that I had paid and wanted to get inside.  However the  
bus driver called me and asked me in an impolite way if the coins  
were stuck at the opening  of the box.  He had not seen me paying  
and there wasn't a stack of coins in the box.  I could not  
understand this and the driver kept questioning me.  He made me  
feel angry and at last i inserted a dollar coin in the box just  
to get away from him.  Later I found that I had forgotten a few  
coins in my pocket and had not paid enough for the fair the first  
time.  After I had entered the bus I could still hear him  
scolding me and I felt disgusted."
7450,disgust,"I had a friend who was very kind to me.  I tried my best to like  
him and understand him but when I was with him I could not help  
rejecting, criticizing and blaming him.  I wanted to get away  
from him as soon as possible."
7457,disgust,"A friend told me that a boy wanted to get to know me.  At that  
time I felt disgusted and thought that it was a nonsense thing."
7464,disgust,"My friend and I worked for the community centre by holding a booth.  
 One day my friend went off to another booth to play.  This  
meant that I was very busy and could not maintain order.  His  
behaviour disgusted me."
7471,disgust,"When my roommate and I had dinner together we decided as to who  
would clean the bowls.  One day when I came back from school I  
found that she had not cleaned up.  Since I had to cook dinner I  
cleaned them myself and felt unhappy and disgusted."
7478,disgust,"Whenever I spoke to a female classmate I felt disgusted.  She  
said meaningless things and seemed to indicate something to me  
but I did not love/like her."
7485,disgust,"The curriculum of the year !   The English course was very heavy.  
 I had not prepared and the teacher asked several questions  
during class.  The students were not ready to answer the  
questions and the teacher was frustated."
7492,disgust,"A man sexually aggressed a small girl in the bus but the girl did  
not dare to speak out."
